Tissue,Male_n,Female_n,Glycolysis_Male,Glycolysis_Female,Glycolysis_Diff,Oxidative_PPP_Male,Oxidative_PPP_Female,Oxidative_PPP_Diff,Non_oxidative_PPP_Male,Non_oxidative_PPP_Female,Non_oxidative_PPP_Diff,TCA_Cycle_Male,TCA_Cycle_Female,TCA_Cycle_Diff,Pyruvate_Dehydrogenase_Male,Pyruvate_Dehydrogenase_Female,Pyruvate_Dehydrogenase_Diff,Fatty_Acid_Oxidation_Male,Fatty_Acid_Oxidation_Female,Fatty_Acid_Oxidation_Diff,Fatty_Acid_Synthesis_Male,Fatty_Acid_Synthesis_Female,Fatty_Acid_Synthesis_Diff,Malic_Enzyme_Male,Malic_Enzyme_Female,Malic_Enzyme_Diff,IDH_NADPH_Male,IDH_NADPH_Female,IDH_NADPH_Diff,Lactate_Dehydrogenase_Male,Lactate_Dehydrogenase_Female,Lactate_Dehydrogenase_Diff,Glutaminolysis_Male,Glutaminolysis_Female,Glutaminolysis_Diff,Alanine_catabolism_Male,Alanine_catabolism_Female,Alanine_catabolism_Diff,Aspartate_catabolism_Male,Aspartate_catabolism_Female,Aspartate_catabolism_Diff,Leucine_catabolism_Male,Leucine_catabolism_Female,Leucine_catabolism_Diff,Isoleucine_catabolism_Male,Isoleucine_catabolism_Female,Isoleucine_catabolism_Diff,Valine_catabolism_Male,Valine_catabolism_Female,Valine_catabolism_Diff,Serine_catabolism_Male,Serine_catabolism_Female,Serine_catabolism_Diff,Glycine_catabolism_Male,Glycine_catabolism_Female,Glycine_catabolism_Diff,Threonine_catabolism_Male,Threonine_catabolism_Female,Threonine_catabolism_Diff,Methionine_catabolism_Male,Methionine_catabolism_Female,Methionine_catabolism_Diff,Proline_catabolism_Male,Proline_catabolism_Female,Proline_catabolism_Diff,Arginine_catabolism_Male,Arginine_catabolism_Female,Arginine_catabolism_Diff,Histidine_catabolism_Male,Histidine_catabolism_Female,Histidine_catabolism_Diff,Lysine_catabolism_Male,Lysine_catabolism_Female,Lysine_catabolism_Diff,Phenylalanine_catabolism_Male,Phenylalanine_catabolism_Female,Phenylalanine_catabolism_Diff,Tyrosine_catabolism_Male,Tyrosine_catabolism_Female,Tyrosine_catabolism_Diff,Tryptophan_catabolism_Male,Tryptophan_catabolism_Female,Tryptophan_catabolism_Diff,Cysteine_catabolism_Male,Cysteine_catabolism_Female,Cysteine_catabolism_Diff,Asparagine_catabolism_Male,Asparagine_catabolism_Female,Asparagine_catabolism_Diff
VF,5,5,0.2517790439642549,0.2960072323948588,-0.04422818843060394,0.5427921301662227,0.6408769013695127,-0.09808477120328996,0.3773562945983242,0.6502079313913017,-0.2728516367929775,0.2828865813457573,0.332475442090104,-0.04958886074434671,0.35671131741602374,0.5114552287129549,-0.15474391129693116,0.22787572251789343,0.24308556309028959,-0.01520984057239616,0.40589044091013404,0.6697391312333071,-0.26384869032317304,0.2940017364277741,0.7245407586292435,-0.4305390222014694,0.2376219826084674,0.33992148392123195,-0.10229950131276455,0.5314555659741617,0.6132888781522934,-0.08183331217813172,0.18489447937809547,0.09358057934978821,0.09131390002830726,0.397609808848319,0.29035049775770494,0.10725931109061404,0.5566606742087664,0.05151273301882471,0.5051479411899417,0.5370655882487722,0.5733639875301053,-0.03629839928133316,0.45057347553222726,0.5641014186880984,-0.11352794315587111,0.4702101773144318,0.5462982349860914,-0.0760880576716596,0.11482865232417971,0.06745409512384673,0.047374557200332984,0.5082827957947794,0.152844204487859,0.35543859130692046,0.05052243498495353,0.07594745399535577,-0.025425019010402235,0.1722284385921137,0.11322000383827249,0.05900843475384121,0.17041178462804876,0.11648995099482724,0.05392183363322152,0.09596324506103923,0.06700615879710695,0.028957086263932286,0.05,0.05,0.0,0.16701774827323895,0.12216150050399295,0.044856247769246,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.41854239644426317,0.1871450094279133,0.23139738701634988,0.37096977408350124,0.1699949733160032,0.20097480076749805
SP,5,5,0.13836353082867633,0.14884757087588082,-0.01048404004720449,0.14718632002777182,0.1537636232592642,-0.006577303231492387,0.1159340926924862,0.14683555139032473,-0.03090145869783853,0.11109294566219445,0.12330118824944361,-0.01220824258724916,0.0748055851530913,0.08872919195364895,-0.013923606800557653,0.08758643444913035,0.0890329204334753,-0.0014464859843449501,0.056200798473747794,0.053733781400408576,0.0024670170733392185,0.12829780394678036,0.14046586748414303,-0.012168063537362661,0.07175851757164649,0.07749905528782225,-0.0057405377161757615,0.13563654590479873,0.16004822954368164,-0.02441168363888291,0.12583576822615883,0.1438203165469515,-0.01798454832079266,0.05,0.05,0.0,0.09552913021572844,0.0961282233316539,-0.0005990931159254587,0.14768637592972522,0.1402527946523216,0.0074335812774036225,0.09986417223461444,0.1022177401414118,-0.0023535679067973603,0.10046115192948128,0.10276186789736219,-0.002300715967880909,0.10459829576718363,0.10290349077063776,0.0016948049965458678,0.07081146133899836,0.0723581041014976,-0.0015466427624992313,0.07724999773424775,0.05,0.027249997734247744,0.11225642509689326,0.11229891491120644,-4.248981431317911e-05,0.05154553785166294,0.05318677182969441,-0.0016412339780314741,0.06536595594480724,0.06664026692340057,-0.001274310978593332,0.05,0.05,0.0,0.11442128500196698,0.12673909182656645,-0.012317806824599473,0.05,0.05,0.0,0.05,0.05,0.0,0.12506203108475727,0.1194634132699381,0.005598617814819171,0.06871451748736343,0.06867728745798328,3.72300293801503e-05,0.09399131023707656,0.0689475607220103,0.025043749515066258
Cor,5,5,0.5106558619484927,0.5017311522714658,0.008924709677026854,0.09247591007518112,0.08273359036326908,0.009742319711912042,0.0880642419676878,0.07803279029495983,0.010031451672727981,0.2505437821281985,0.2581925785364808,-0.00764879640828231,0.19970272727910443,0.24724824842667187,-0.04754552114756744,0.10153679848447665,0.10014761363219034,0.0013891848522863126,0.09362875157806404,0.10679555960213467,-0.013166808024070636,0.8108146567057986,0.6972353509173146,0.11357930578848396,0.05163274255776738,0.07360824068933658,-0.021975498131569196,0.5628135395657883,0.4995383504634513,0.06327518910233698,0.34798376721278224,0.4246841277286101,-0.07670036051582785,0.1276091727362361,0.14303775325212298,-0.015428580515886886,0.4558662155329154,0.4577648742632934,-0.0018986587303779778,0.23710618312235296,0.2648932659815292,-0.02778708285917622,0.20887584360553219,0.24274096712873225,-0.033865123523200064,0.15270606520967733,0.1816659460021227,-0.02895988079244538,0.06668578348783691,0.060933871197003955,0.005751912290832953,0.31303731922091094,0.32492263399407717,-0.011885314773166233,0.05000750844806072,0.05,7.508448060716821e-06,0.16860564271616235,0.1691997212052248,-0.0005940784890624551,0.0851264105153424,0.07310297709635677,0.012023433418985624,0.060829961247878164,0.0649591510187825,-0.004129189770904332,0.05,0.05,0.0,0.13435363805955075,0.16468302866317447,-0.030329390603623718,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.15010499912657407,0.1511674347126179,-0.001062435586043825,0.6370655715142227,0.6022887321350614,0.03477683937916132
SK,5,5,0.36770408111524605,0.25268576249312064,0.11501831862212542,0.20230491038434417,0.27049899903589825,-0.06819408865155407,0.12588880624724186,0.19584461370458714,-0.06995580745734528,0.2567641572369722,0.22862930592147995,0.02813485131549226,0.24912556222349544,0.21813546592091698,0.030990096302578457,0.1938245272320737,0.1791124533011025,0.014712073930971181,0.23833628184226266,0.1843923123067768,0.05394396953548586,0.2579915637546374,0.12656746614790612,0.13142409760673127,0.14691437215433073,0.19381295165406268,-0.046898579499731946,0.5613122862953388,0.44428327726773037,0.11702900902760843,0.17223631407960804,0.1504630002283282,0.02177331385127984,0.20464520848573514,0.1291307528386501,0.07551445564708503,0.21361840541836755,0.1764588008977236,0.03715960452064396,0.30177080972247194,0.24505953136921033,0.05671127835326162,0.30262084668529143,0.22309871821831453,0.0795221284669769,0.28238553599983107,0.22812462059536953,0.05426091540446154,0.07919312212528044,0.10000258310604378,-0.020809460980763334,0.12959847843368394,0.1358575484354597,-0.006259070001775752,0.05396986792975158,0.09307544899674723,-0.03910558106699565,0.1041421475519384,0.12999136950401446,-0.025849221952076062,0.10483688159313154,0.08480963204682286,0.020027249546308676,0.09284160320788848,0.08389538426301286,0.008946218944875614,0.062455887012620837,0.05796791226095156,0.004487974751669274,0.11976672126653334,0.11893123892919726,0.0008354823373360881,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.169993735345018,0.13220968650105225,0.037784048843965745,0.1702942797608274,0.21092870270697012,-0.04063442294614272
Gas,5,5,0.6856131148748246,0.6968456108076502,-0.011232495932825604,0.06543576588332153,0.0652710479147302,0.0001647179685913408,0.061285774464372,0.0615333085991121,-0.00024753413474010166,0.3522740039041315,0.3612575573303697,-0.008983553426238189,0.2663257015973352,0.29690669556160165,-0.030580993964266445,0.21753485122063848,0.23181830629969608,-0.014283455079057594,0.08648678286578212,0.09718267145067605,-0.010695888584893926,0.4724043299283428,0.5348884484423438,-0.06248411851400104,0.10349767511365786,0.11920718214579247,-0.015709507032134612,0.7877938389205607,0.8872373687442334,-0.09944352982367277,0.14219682116050641,0.1574695042867153,-0.015272683126208886,0.38604847174072066,0.4576110810724849,-0.07156260933176423,0.4317767486408681,0.4109936968932842,0.020783051747583936,0.2571622568002921,0.2387460055415315,0.01841625125876059,0.2383002033686096,0.21907258086381928,0.01922762250479032,0.2380384206633434,0.2404850097835387,-0.002446589120195297,0.060488403609926154,0.07040214993149993,-0.009913746321573776,0.11938148809232944,0.12541036171056558,-0.006028873618236133,0.05,0.05,0.0,0.09214063122585436,0.09750671598003875,-0.005366084754184389,0.08558434542455323,0.09652162073655433,-0.010937275312001102,0.09010796606980154,0.08954000421346711,0.0005679618563344258,0.05,0.05239904643071623,-0.0023990464307162285,0.08971149723768458,0.10236866186682406,-0.012657164629139475,0.05,0.050405476992436936,-0.0004054769924369331,0.05,0.05,0.0,0.05,0.052371605227489036,-0.0023716052274890334,0.14579605720683037,0.1431003281846753,0.0026957290221550634,0.14579605720683037,0.1431003281846753,0.0026957290221550634
CB,5,5,0.4725170406092224,0.5008854834139977,-0.02836844280477535,0.12018367614203229,0.12022254613028352,-3.886998825122778e-05,0.07894535073052986,0.08210523900572347,-0.0031598882751936175,0.28698507992094846,0.2959695429755313,-0.008984463054582836,0.2589949123685681,0.2597069571876935,-0.0007120448191254014,0.10976329877674362,0.1250396515306039,-0.015276352753860273,0.11344063406465685,0.11321552829109502,0.00022510577356182893,0.4663566600599685,0.43975199471464155,0.02660466534532696,0.05079537767493503,0.05,0.0007953776749350244,0.6022258590844302,0.579526122653385,0.02269973643104517,0.38986350857435215,0.43318778831723914,-0.043324279742886995,0.1300690181609999,0.13059381062943284,-0.0005247924684329552,0.3823827119511093,0.38775121491970366,-0.005368502968594369,0.3904700429701176,0.39683815458118415,-0.00636811161106654,0.2909618490944769,0.308400452979894,-0.01743860388541707,0.24806146151030636,0.2514012707271533,-0.0033398092168469284,0.11668305979864954,0.10038765866205632,0.016295401136593224,0.4477288731834047,0.4811672456168258,-0.03343837243342107,0.061271304568949046,0.05236420672119868,0.008907097847750366,0.1766919917966903,0.16011672762514562,0.016575264171544674,0.1196937723666683,0.11255742465186172,0.007136347714806576,0.07350988402360532,0.07648965550167122,-0.0029797714780658985,0.05,0.05,0.0,0.150905163788381,0.15622364875768602,-0.00531848496930501,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.13826283335965336,0.13916790720884512,-0.0009050738491917509,0.4942967254718014,0.4963171952449724,-0.0020204697731709964
PA,5,5,0.05,0.11246220714068289,-0.06246220714068289,0.0680280145756837,0.21160481613418472,-0.143576801558501,0.05,0.2076774667538913,-0.15767746675389127,0.05,0.12464975456441996,-0.07464975456441995,0.05,0.15137210169180154,-0.10137210169180154,0.05,0.10335710337078899,-0.053357103370788986,0.05,0.2288935354145878,-0.1788935354145878,0.05,0.1972773104338881,-0.1472773104338881,0.05,0.14068998978311276,-0.09068998978311275,0.05,0.2033280939220346,-0.15332809392203461,0.05259886136160372,0.06314135868288315,-0.010542497321279425,0.05,0.11420247447600267,-0.06420247447600266,0.05,0.052896189254797776,-0.0028961892547977736,0.0792557933800952,0.224684783695013,-0.1454289903149178,0.09004649220816016,0.2216327791767315,-0.13158628696857133,0.07772097331711683,0.2008831063242824,-0.12316213300716558,0.05354659389239247,0.057679592665833904,-0.004132998773441435,0.05540957192361382,0.08068938028635468,-0.02527980836274086,0.21835335048164445,0.13664298495202978,0.08171036552961466,0.08188483893131489,0.08882715633399728,-0.006942317402682391,0.05,0.07345857993424522,-0.023458579934245216,0.05,0.05591093150802652,-0.005910931508026518,0.05,0.05,0.0,0.05078584373570284,0.06962997311073846,-0.018844129375035615,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.08647411402020784,-0.03647411402020784,0.17818098733835966,0.17720055777254579,0.0009804295658138729
GUT,5,5,0.32629198422648725,0.2762918879141483,0.050000096312338926,0.16354822363276306,0.14444372803852484,0.019104495594238213,0.22083415161914094,0.1916873798015415,0.02914677181759945,0.4166366809178526,0.36006175006919083,0.056574930848661775,0.13899219655738168,0.13805863745876815,0.0009335590986135345,0.23126450925717598,0.19367507893689068,0.037589430320285305,0.05744285192537056,0.05611485469264564,0.00132799723272492,0.7244466745591821,0.8076097438591265,-0.08316306929994444,0.2657323735368624,0.24102056906662433,0.024711804470238075,0.6866139603883479,0.6071229033929889,0.07949105699535897,0.2051095533440171,0.20119908244879786,0.003910470895219231,0.33183892850055474,0.2649568588430288,0.06688206965752597,0.12433539946777535,0.10032581071741482,0.024009588750360522,0.07756101511305352,0.07777754733657047,-0.00021653222351694645,0.056711047042346384,0.05740016359254522,-0.0006891165501988344,0.06715714423710628,0.0676475512295461,-0.0004904069924398236,0.20656135239192444,0.1629257994983429,0.043635552893581536,0.11751166012249761,0.11096015366786523,0.006551506454632386,0.1655557007282879,0.13071238442221875,0.034843316306069155,0.11496568969886645,0.11301296225707971,0.0019527274417867335,0.14277840062906033,0.14936957157907826,-0.006591170950017933,0.579076765764954,0.5259408342988177,0.05313593146613638,0.05,0.05,0.0,0.07522749914608992,0.08176624208780145,-0.006538742941711528,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.07825281354902033,0.06908310733879666,0.009169706210223671,0.15552924535611537,0.13666832033611728,0.018860925019998087
TH,5,5,0.537489559562139,0.5171609861525557,0.020328573409583273,0.11860385942528148,0.11077217980378809,0.007831679621493393,0.12159306552527878,0.10101281264180906,0.02058025288346972,0.30163995409451966,0.3002831128628479,0.0013568412316717349,0.23660782527393942,0.25981710287757587,-0.023209277603636447,0.11374748395653696,0.11229846891197257,0.0014490150445643918,0.12536001470748284,0.12537196165259076,-1.194694510792127e-05,0.28004777150988464,0.21636936524876757,0.06367840626111707,0.08085803191960841,0.09322093202271035,-0.01236290010310194,0.6778667939154218,0.5750127683687429,0.10285402554667888,0.44017966045821144,0.4736163803531598,-0.03343671989494834,0.13933240036894495,0.1390302471295442,0.0003021532394007487,0.5510048596788149,0.5092268593849486,0.041778000293866246,0.3795568374723901,0.36259688264406104,0.01695995482832907,0.3111037443215522,0.3380696830221982,-0.02696593870064601,0.2419588348404079,0.26795404975035086,-0.02599521490994297,0.09112679642803179,0.06708918335799283,0.02403761307003896,0.4606283730278234,0.48108502773973766,-0.02045665471191427,0.06995394349640972,0.0582654811922386,0.011688462304171122,0.15060626495514493,0.14281952284298988,0.007786742112155048,0.08688340103181887,0.08123035957291498,0.005653041458903885,0.07325624688471274,0.07354101306005018,-0.00028476617533743087,0.05,0.05,0.0,0.16010884139379644,0.1823081336330437,-0.02219929223924727,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.16577363811846452,0.15948663692310613,0.006287001195358383,0.6662991182261144,0.6289119868372242,0.03738713138889027
LUN,5,5,0.1294919501789018,0.13913929964740138,-0.009647349468499572,0.14822386480607486,0.1528230020192648,-0.004599137213189941,0.09915794448779207,0.10614427179520217,-0.006986327307410098,0.14033471484166854,0.15066627150519443,-0.010331556663525893,0.11711332059553743,0.13133995049296762,-0.01422662989743019,0.11529774571072855,0.12498831585662765,-0.009690570145899094,0.09389380363074282,0.08893208362875453,0.004961720001988287,0.0606020561746761,0.06450133424633861,-0.0038992780716625083,0.11539017779249913,0.12113776002911107,-0.0057475822366119395,0.17299102985825918,0.1886262561550667,-0.015635226296807525,0.14412284009426385,0.1425164662667364,0.0016063738275274575,0.05541630447846294,0.05487966034898634,0.0005366441294766058,0.08964926945449543,0.10025248477075979,-0.010603215316264361,0.17748223819822412,0.1992650038288632,-0.021782765630639078,0.14708796921788125,0.16251208138916223,-0.01542411217128098,0.12876833916504066,0.1373853883404043,-0.008617049175363656,0.06806020739268039,0.07190485561794453,-0.0038446482252641467,0.14906575323058907,0.14503403361213388,0.004031719618455193,0.05,0.05,0.0,0.13080155405116897,0.1249815388491869,0.005820015201982068,0.08076492608240936,0.0864080317384514,-0.005643105656042036,0.10646090836336755,0.1052256320624061,0.0012352763009614576,0.05,0.05,0.0,0.11692658935276298,0.11797546430849164,-0.0010488749557286542,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05013298095073214,-0.00013298095073213667,0.0837627208078185,0.08539169185190576,-0.0016289710440872546,0.1311462218279275,0.1297220421917346,0.0014241796361929016
DP,5,5,0.3044562475756442,0.259158608836752,0.0452976387388922,0.1050963465026427,0.092917491126435,0.012178855376207692,0.07599570140076643,0.07204871977492824,0.003946981625838189,0.4976548288385859,0.4178522808739868,0.07980254796459912,0.3670866663417937,0.34766327124827084,0.019423395093522866,0.4841477407755293,0.41959193406052486,0.06455580671500444,0.09565350228777561,0.08431009112230084,0.01134341116547477,0.5962036895868272,0.4053209330690654,0.19088275651776182,0.526957473834252,0.4263465086471978,0.10061096518705415,0.47416564457583527,0.38408620109031294,0.09007944348552233,0.25212796434588325,0.27793460201514864,-0.025806637669265386,0.2638513406062148,0.20228364237778687,0.06156769822842792,0.821282998742905,0.5195172401848578,0.3017657585580472,0.3546192304968362,0.31801657459641863,0.03660265590041756,0.3366854058714931,0.2956064938356081,0.041078912035884985,0.32642053683872396,0.294665871484561,0.031754665354162936,0.10141592068773833,0.1380384473345955,-0.03662252664685717,0.15291825471763737,0.21332736409122705,-0.060409109373589676,0.05625537450928926,0.07093316892121015,-0.014677794411920894,0.13612501594307141,0.2011103062986031,-0.06498529035553169,0.13312367215125112,0.1985925795276498,-0.06546890737639868,0.1366463638019148,0.18495202614711412,-0.04830566234519931,0.08459547084879238,0.1532320345708526,-0.06863656372206023,0.13064802676482395,0.17420854136152086,-0.04356051459669691,0.08527961117669339,0.13182581972221896,-0.046546208545525575,0.08136267543630113,0.12228419288520578,-0.040921517448904654,0.10380705553812195,0.17848930494081555,-0.0746822494026936,0.23677581103641146,0.18736953901429143,0.04940627202212003,0.23294387730454913,0.18997654410819706,0.04296733319635207
HC,5,5,0.541822517595674,0.4659533130860086,0.07586920450966539,0.08881465901451138,0.07783285902910922,0.010981799985402163,0.08706146012734228,0.08154857312478384,0.0055128870025584475,0.25339191917658815,0.24447605553743096,0.008915863639157195,0.2575263865433131,0.27138129500583136,-0.013854908462518245,0.11639023877123231,0.11025019655532804,0.006140042215904265,0.09916678011169851,0.10153636527873085,-0.00236958516703234,0.6929664074808152,0.6072572038420491,0.08570920363876611,0.0699553536022691,0.07038455617188626,-0.0004292025696171625,0.3245029656167401,0.294803304988176,0.029699660628564106,0.3872163605663895,0.4069536199459634,-0.019737259379573935,0.16598549664450868,0.17154352596927572,-0.005558029324767039,0.4161446910865981,0.3757816028777135,0.04036308820888457,0.33230925928278515,0.3146010837676477,0.017708175515137425,0.2606678230297369,0.27361070991740616,-0.012942886887669258,0.1797273256951082,0.19256166119849732,-0.012834335503389138,0.07034351130512814,0.06697980483182556,0.0033637064733025857,0.3789376778871075,0.3282209759493433,0.05071670193776423,0.05,0.05173484383533754,-0.001734843835337535,0.15412631014392428,0.1503332115666977,0.003793098577226567,0.08470409892066896,0.07304784438133688,0.011656254539332084,0.06536515201280062,0.06454444351860153,0.0008207084941990878,0.05,0.05,0.0,0.16751242114863937,0.17711577440035445,-0.009603353251715074,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.14408713662160685,0.13700454917568589,0.007082587445920968,0.5396561185216759,0.498496867700129,0.04115925082154692
